Day,Month,Year,State,Temp_Min,Temp_Max,Rain_mm,Evaporation_mm,Sun_hours,Wind_Direction,Wind_Speed,Time_since_midnight,Temp_9am,RH_9am,Cld_9am,Dir_9am,Spd_9am,MSLP_9am,Temp_3pm,RH_3pm,Cld_3pm,Dir_3pm,Spd_3pm,MSLP_3pm,Temp_Diff,Rain_Indicator,Tomorrow_Rain_Indicator,Tomorrow_Rain_mm
30,7,2024,VIC,6.8,13.9,1.2,0.0,7.5,13.0,19.0,876,7.5,96.0,7.0,5.0,11,1037.5,12.4,69.0,2.0,13.0,9.0,1035.9,7.1000000000000005,1,0,0.0
31,7,2024,VIC,3.5,10.2,0.0,1.0,5.2,5.0,13.0,271,5.0,100.0,8.0,9.0,7,1037.8,9.2,78.0,1.0,1.0,9.0,1036.0,6.699999999999999,0,1,0.2
1,8,2024,VIC,1.1,16.3,0.2,1.0,9.3,1.0,17.0,932,3.2,100.0,1.0,9.0,9,1035.4,16.0,45.0,1.0,1.0,9.0,1031.0,15.2,1,0,0.0
2,8,2024,VIC,3.1,15.7,0.0,2.2,7.0,16.0,44.0,639,6.8,80.0,1.0,9.0,9,1030.2,14.7,47.0,7.0,1.0,20.0,1026.4,12.6,0,0,0.0
3,8,2024,VIC,6.8,14.5,0.0,4.0,0.2,1.0,26.0,496,11.5,62.0,7.0,1.0,13,1028.3,13.5,57.0,7.0,2.0,7.0,1027.4,7.7,0,0,0.0
4,8,2024,VIC,3.2,15.3,0.0,1.4,7.2,9.0,15.0,450,5.2,92.0,7.0,9.0,7,1029.8,15.1,45.0,7.0,14.0,4.0,1026.0,12.1,0,0,0.0
5,8,2024,VIC,5.2,15.8,0.0,1.8,4.0,9.0,15.0,783,7.6,88.0,7.0,9.0,9,1024.8,15.1,48.0,4.0,7.0,6.0,1021.9,10.6,0,0,0.0
6,8,2024,VIC,6.7,17.5,0.0,0.8,9.5,1.0,41.0,744,10.5,77.0,4.0,1.0,13,1023.9,17.3,38.0,4.0,14.0,11.0,1020.9,10.8,0,0,0.0
7,8,2024,VIC,8.2,17.9,0.0,3.6,8.1,1.0,35.0,953,10.8,74.0,7.0,1.0,13,1025.2,16.3,52.0,5.0,1.0,17.0,1023.7,9.7,0,0,0.0
8,8,2024,VIC,9.6,14.0,0.0,2.4,1.2,1.0,50.0,638,11.9,62.0,7.0,1.0,24,1023.7,13.4,60.0,7.0,1.0,22.0,1020.5,4.4,0,0,0.0
9,8,2024,VIC,10.6,18.1,0.0,2.4,8.1,1.0,26.0,41,12.5,71.0,1.0,1.0,9,1025.9,17.1,43.0,6.0,4.0,6.0,1024.8,7.500000000000002,0,0,0.0
10,8,2024,VIC,7.5,17.4,0.0,2.8,7.1,13.0,20.0,884,8.5,87.0,7.0,9.0,7,1029.7,15.7,62.0,5.0,13.0,13.0,1028.4,9.9,0,0,0.0
11,8,2024,VIC,5.9,19.8,0.0,1.4,9.9,9.0,19.0,796,8.7,86.0,1.0,1.0,9,1031.5,18.7,49.0,4.0,7.0,7.0,1028.6,13.9,0,0,0.0
12,8,2024,VIC,6.6,20.7,0.0,3.0,10.1,1.0,43.0,679,11.3,74.0,1.0,9.0,9,1030.0,20.2,42.0,7.0,1.0,22.0,1026.2,14.1,0,0,0.0
13,8,2024,VIC,9.7,20.5,0.0,3.6,9.9,1.0,39.0,899,14.0,72.0,1.0,1.0,13,1026.4,20.0,54.0,3.0,1.0,20.0,1021.4,10.8,0,0,0.0
14,8,2024,VIC,12.4,21.9,0.0,3.4,6.7,16.0,37.0,1017,16.5,71.0,7.0,1.0,17,1019.6,21.6,51.0,2.0,9.0,15.0,1016.1,9.499999999999998,0,0,0.0
15,8,2024,VIC,12.8,20.9,0.0,3.4,5.4,9.0,39.0,706,16.1,69.0,2.0,1.0,17,1017.8,19.4,55.0,7.0,9.0,17.0,1014.4,8.099999999999998,0,0,0.0
16,8,2024,VIC,12.1,16.6,0.0,4.0,1.0,16.0,43.0,583,16.1,77.0,7.0,1.0,19,1009.5,16.1,65.0,7.0,16.0,15.0,1006.6,4.500000000000002,0,1,0.8
17,8,2024,VIC,10.3,15.0,0.8,2.2,1.7,2.0,20.0,822,11.4,83.0,8.0,1.0,9,1006.3,14.6,60.0,7.0,7.0,9.0,1007.4,4.699999999999999,1,1,1.2
18,8,2024,VIC,10.7,15.4,1.2,0.8,2.9,13.0,22.0,903,12.8,84.0,7.0,12.0,2,1017.7,15.1,73.0,7.0,13.0,9.0,1018.1,4.700000000000001,1,1,0.2
19,8,2024,VIC,6.2,18.6,0.2,2.6,8.9,1.0,33.0,823,8.0,100.0,7.0,5.0,9,1023.7,17.8,58.0,1.0,1.0,19.0,1020.5,12.400000000000002,1,1,0.4
20,8,2024,VIC,7.8,17.9,0.4,2.6,3.6,16.0,50.0,664,16.5,65.0,7.0,1.0,13,1016.3,15.5,73.0,7.0,9.0,17.0,1009.5,10.099999999999998,1,1,1.2
21,8,2024,VIC,11.9,19.2,1.2,3.0,6.6,8.0,30.0,670,14.9,67.0,3.0,8.0,9,1013.0,18.0,51.0,5.0,16.0,15.0,1011.7,7.299999999999999,1,1,4.0
22,8,2024,VIC,11.3,18.9,4.0,2.2,9.2,16.0,31.0,688,13.9,71.0,1.0,16.0,13,1017.6,18.3,37.0,4.0,8.0,9.0,1016.8,7.599999999999998,1,0,0.0
23,8,2024,VIC,10.8,18.9,0.0,2.6,1.9,1.0,48.0,1354,13.8,71.0,7.0,1.0,17,1021.2,18.1,53.0,7.0,1.0,19.0,1016.4,8.099999999999998,0,1,4.2
24,8,2024,VIC,13.8,21.8,4.2,4.4,10.3,1.0,63.0,39,17.1,63.0,1.0,16.0,13,1010.9,21.2,49.0,1.0,16.0,20.0,1009.7,8.0,1,0,0.0
25,8,2024,VIC,12.0,23.5,0.0,4.6,3.8,14.0,61.0,1101,14.6,71.0,7.0,9.0,9,1006.7,23.0,51.0,6.0,1.0,24.0,1001.5,11.5,0,1,11.6
26,8,2024,VIC,12.8,18.6,11.6,5.4,5.4,16.0,31.0,200,14.6,65.0,7.0,4.0,11,1015.4,18.2,47.0,7.0,4.0,11.0,1014.9,5.800000000000001,1,0,0.0
27,8,2024,VIC,12.4,20.2,0.0,4.6,1.3,16.0,63.0,960,14.7,67.0,7.0,9.0,17,1015.4,19.1,51.0,7.0,1.0,33.0,1006.5,7.799999999999999,0,1,0.2
28,8,2024,VIC,14.0,18.6,0.2,6.6,7.9,8.0,57.0,572,15.3,45.0,1.0,15.0,15,1004.9,17.6,34.0,4.0,8.0,24.0,1004.8,4.600000000000001,1,1,0.8
29,8,2024,VIC,11.1,17.6,0.8,6.6,3.7,1.0,65.0,1427,12.4,67.0,7.0,16.0,15,1013.4,15.7,57.0,6.0,1.0,20.0,1007.8,6.500000000000002,1,1,4.0
30,8,2024,VIC,12.0,20.2,4.0,6.2,8.1,1.0,63.0,32,16.0,54.0,1.0,8.0,11,998.6,18.7,33.0,6.0,8.0,19.0,996.4,8.2,1,1,1.5387173396674585
31,8,2024,VIC,13.0,18.5,1.5387173396674585,5.4,5.9,16.0,67.0,1065,15.5,49.0,6.0,8.0,13,1001.8,17.0,48.0,5.0,16.0,31.0,1002.0,5.5,1,1,0.2
1,9,2024,VIC,14.2,20.4,0.2,5.8,10.1,16.0,61.0,1332,15.6,60.0,5.0,16.0,24,1003.9,19.1,52.0,5.0,16.0,20.0,1002.4,6.199999999999999,1,1,2.8
2,9,2024,VIC,9.5,13.5,2.8,8.2,6.1,7.0,74.0,167,10.6,55.0,2.0,15.0,20,1010.1,9.4,75.0,2.0,4.0,13.0,1016.8,4.0,1,1,2.4
3,9,2024,VIC,8.3,16.8,2.4,3.8,4.3,16.0,24.0,639,11.7,69.0,7.0,8.0,9,1030.8,16.4,49.0,1.0,2.0,7.0,1028.6,8.5,1,0,0.0
4,9,2024,VIC,9.6,19.6,0.0,3.4,5.9,1.0,57.0,560,13.3,58.0,4.0,1.0,28,1023.9,17.5,47.0,7.0,1.0,22.0,1018.2,10.000000000000002,0,1,0.2
5,9,2024,VIC,13.3,21.0,0.2,8.0,1.2,1.0,54.0,279,17.4,41.0,5.0,1.0,22,1014.8,16.0,59.0,7.0,1.0,22.0,1014.0,7.699999999999999,1,1,1.6
6,9,2024,VIC,14.1,24.5,1.6,6.8,0.4,1.0,56.0,422,20.2,37.0,6.0,1.0,26,1010.0,18.5,66.0,8.0,4.0,7.0,1012.7,10.4,1,0,0.0
7,9,2024,VIC,10.0,20.0,0.0,3.4,9.4,8.0,31.0,747,13.5,63.0,1.0,16.0,11,1024.4,19.2,33.0,3.0,15.0,13.0,1021.5,10.0,0,0,0.0
8,9,2024,VIC,11.0,18.1,0.0,3.2,6.4,1.0,46.0,726,13.9,61.0,1.0,16.0,17,1018.8,17.1,50.0,7.0,16.0,24.0,1014.2,7.100000000000001,0,1,2.4
9,9,2024,VIC,10.9,17.6,2.4,4.0,6.4,8.0,37.0,659,13.5,56.0,3.0,8.0,13,1018.0,16.2,46.0,7.0,15.0,20.0,1017.8,6.700000000000001,1,1,0.2
10,9,2024,VIC,7.3,20.2,0.2,3.2,8.0,1.0,41.0,767,12.7,68.0,1.0,9.0,6,1024.1,19.7,45.0,7.0,16.0,20.0,1021.2,12.9,1,0,0.0
11,9,2024,VIC,11.8,19.6,0.0,4.6,1.8,13.0,33.0,1252,16.2,59.0,7.0,7.0,6,1021.9,14.5,85.0,7.0,2.0,6.0,1020.6,7.800000000000001,0,1,8.2
12,9,2024,VIC,9.3,14.3,8.2,5.0,10.2,13.0,35.0,805,12.6,53.0,7.0,6.0,15,1030.5,13.6,60.0,3.0,13.0,17.0,1030.3,5.0,1,0,0.0
13,9,2024,VIC,10.0,15.6,0.0,2.0,3.5,13.0,28.0,920,13.1,75.0,7.0,14.0,9,1030.1,15.4,64.0,7.0,2.0,9.0,1027.3,5.6,0,1,3.4
14,9,2024,VIC,9.1,10.8,3.4,2.8,1.8,2.0,46.0,750,9.2,88.0,7.0,13.0,17,1028.1,9.7,66.0,7.0,2.0,11.0,1029.2,1.700000000000001,1,1,2.2
15,9,2024,VIC,5.9,13.0,2.2,2.2,7.5,13.0,35.0,918,10.5,61.0,5.0,6.0,11,1035.7,12.1,52.0,4.0,13.0,19.0,1035.2,7.1,1,0,0.0
16,9,2024,VIC,8.8,14.4,0.0,3.8,1.2,13.0,43.0,692,11.9,63.0,5.0,14.0,13,1031.4,13.7,71.0,7.0,7.0,11.0,1029.9,5.6,0,1,1.4
17,9,2024,VIC,10.2,15.0,1.4,1.6,7.7,14.0,26.0,412,10.6,64.0,7.0,14.0,7,1028.4,14.3,54.0,7.0,13.0,13.0,1023.7,4.800000000000001,1,0,0.0
18,9,2024,VIC,5.1,20.8,0.0,3.0,10.4,8.0,48.0,768,12.8,49.0,1.0,1.0,17,1015.6,20.1,27.0,1.0,8.0,22.0,1009.4,15.7,0,1,0.4
19,9,2024,VIC,10.9,16.4,0.4,5.4,6.6,8.0,43.0,602,13.8,59.0,7.0,15.0,13,1008.7,14.0,59.0,7.0,14.0,15.0,1007.4,5.499999999999998,1,1,1.4
20,9,2024,VIC,8.7,18.3,1.4,5.0,2.7,4.0,50.0,1095,12.7,61.0,7.0,16.0,13,1009.3,17.6,45.0,7.0,16.0,15.0,1004.6,9.6,1,1,6.4
21,9,2024,VIC,10.9,17.5,6.4,4.6,2.8,8.0,39.0,865,12.4,69.0,7.0,8.0,13,1010.2,17.0,45.0,7.0,16.0,15.0,1008.4,6.6,1,1,0.2
22,9,2024,VIC,11.6,20.3,0.2,2.2,7.1,15.0,33.0,662,14.7,63.0,7.0,8.0,9,1014.2,19.9,40.0,7.0,15.0,11.0,1013.0,8.700000000000001,1,1,0.2
23,9,2024,VIC,11.1,18.3,0.2,4.8,4.8,8.0,31.0,696,15.2,62.0,6.0,1.0,15,1017.7,18.0,54.0,7.0,8.0,11.0,1017.5,7.200000000000001,1,0,0.0
24,9,2024,VIC,10.4,25.3,0.0,3.0,2.4,1.0,39.0,755,16.9,60.0,7.0,1.0,17,1016.0,23.3,37.0,7.0,7.0,9.0,1011.2,14.9,0,1,1.2
25,9,2024,VIC,13.7,14.3,1.2,3.6,0.0,2.0,39.0,603,14.3,97.0,8.0,7.0,6,1011.9,11.3,91.0,7.0,2.0,7.0,1013.8,0.6000000000000014,1,0,0.0
1,8,2023,WA,6.6,25.0,0.0,0.0,9.6,1.0,37.0,769,13.4,74.0,0.0,13.0,7,1018.3,24.3,32.0,0.0,8.0,13.0,1012.4,18.4,0,1,0.2
2,8,2023,WA,13.4,20.2,0.2,3.4,1.0,7.0,72.0,1177,16.7,53.0,7.0,9.0,11,1007.0,16.2,70.0,8.0,9.0,15.0,1003.9,6.799999999999999,1,1,3.2
3,8,2023,WA,6.5,15.1,3.2,0.8,9.6,13.0,39.0,106,9.8,75.0,2.0,12.0,11,1025.2,14.4,46.0,3.0,6.0,11.0,1026.4,8.6,1,0,0.0
4,8,2023,WA,3.7,16.8,0.0,2.0,9.7,6.0,20.0,904,9.4,72.0,0.0,6.0,7,1035.7,16.6,47.0,1.0,6.0,7.0,1032.5,13.1,0,0,0.0
5,8,2023,WA,3.9,19.3,0.0,2.8,9.8,10.0,24.0,604,10.4,67.0,5.0,6.0,6,1032.0,18.9,42.0,6.0,6.0,6.0,1026.8,15.4,0,0,0.0
6,8,2023,WA,4.5,22.1,0.0,2.2,9.5,2.0,15.0,856,11.5,79.0,5.0,6.0,7,1025.4,21.5,45.0,1.0,7.0,7.0,1022.0,17.6,0,0,0.0
7,8,2023,WA,10.4,22.0,0.0,1.0,5.7,7.0,19.0,663,17.9,80.0,4.0,7.0,6,1020.1,21.8,62.0,7.0,7.0,6.0,1018.4,11.6,0,1,0.2
8,8,2023,WA,15.4,22.1,0.2,1.2,2.1,15.0,50.0,680,18.8,73.0,7.0,15.0,13,1015.9,18.1,68.0,8.0,14.0,17.0,1017.1,6.700000000000001,1,1,2.0
9,8,2023,WA,7.4,18.9,2.0,2.0,8.3,16.0,19.0,947,11.7,75.0,1.0,13.0,7,1027.1,17.4,48.0,2.0,11.0,9.0,1024.7,11.499999999999998,1,0,0.0
10,8,2023,WA,8.2,14.5,0.0,2.0,0.0,7.0,22.0,663,12.6,64.0,7.0,12.0,6,1021.5,12.0,86.0,8.0,2.0,11.0,1021.0,6.300000000000001,0,1,5.4
11,8,2023,WA,10.1,19.2,5.4,0.6,5.5,12.0,20.0,779,11.3,99.0,7.0,0.0,0,1021.7,18.5,48.0,5.0,3.0,6.0,1019.3,9.1,1,0,0.0
12,8,2023,WA,5.6,16.6,0.0,1.4,7.1,11.0,30.0,785,12.0,82.0,7.0,3.0,11,1021.0,16.4,60.0,7.0,11.0,11.0,1017.2,11.000000000000002,0,0,0.0
13,8,2023,WA,9.9,19.5,0.0,1.8,6.9,13.0,24.0,888,13.7,78.0,1.0,10.0,7,1017.8,18.8,49.0,2.0,7.0,11.0,1016.7,9.6,0,1,0.2
14,8,2023,WA,7.6,20.4,0.2,2.8,8.5,4.0,31.0,1214,13.2,82.0,2.0,9.0,9,1021.0,19.6,52.0,1.0,4.0,13.0,1019.1,12.8,1,1,22.8
15,8,2023,WA,10.7,19.0,22.8,2.4,2.3,4.0,31.0,1263,12.7,99.0,8.0,9.0,9,1017.4,17.6,78.0,7.0,8.0,9.0,1014.0,8.3,1,1,38.0
16,8,2023,WA,10.0,16.1,38.0,1.0,8.3,13.0,43.0,299,12.2,74.0,2.0,2.0,15,1022.1,15.6,46.0,3.0,13.0,17.0,1023.6,6.100000000000001,1,1,0.4
17,8,2023,WA,7.8,18.3,0.4,2.4,4.4,13.0,26.0,904,11.5,88.0,6.0,5.0,4,1029.0,17.0,63.0,3.0,7.0,11.0,1027.5,10.5,1,0,0.0
18,8,2023,WA,5.6,19.7,0.0,1.8,10.2,13.0,24.0,959,12.6,81.0,1.0,7.0,7,1031.5,19.2,55.0,3.0,13.0,9.0,1028.4,14.1,0,0,0.0
19,8,2023,WA,6.0,20.7,0.0,2.2,10.2,13.0,19.0,826,14.0,80.0,0.0,3.0,6,1029.1,20.7,54.0,1.0,7.0,9.0,1025.1,14.7,0,0,0.0
20,8,2023,WA,7.0,19.9,0.0,2.8,6.7,7.0,28.0,939,13.3,92.0,6.0,0.0,0,1025.1,19.2,57.0,7.0,7.0,15.0,1023.0,12.9,0,1,2.2
21,8,2023,WA,9.5,18.9,2.2,2.0,7.8,11.0,22.0,650,13.4,82.0,7.0,6.0,7,1026.5,18.2,43.0,1.0,11.0,9.0,1024.8,9.4,1,0,0.0
22,8,2023,WA,6.6,17.6,0.0,2.6,2.1,13.0,20.0,851,11.4,76.0,8.0,1.0,7,1025.9,16.9,51.0,6.0,13.0,9.0,1023.1,11.000000000000002,0,0,0.0
23,8,2023,WA,7.6,19.3,0.0,2.4,5.5,7.0,24.0,934,12.1,76.0,7.0,9.0,4,1024.7,18.5,49.0,5.0,7.0,13.0,1020.6,11.7,0,0,0.0
24,8,2023,WA,6.0,21.9,0.0,2.0,10.5,2.0,20.0,925,13.0,82.0,4.0,14.0,6,1024.2,21.3,49.0,1.0,5.0,6.0,1021.3,15.9,0,0,0.0
25,8,2023,WA,7.2,25.0,0.0,1.4,10.2,14.0,28.0,879,16.3,60.0,1.0,7.0,7,1021.6,21.8,57.0,4.0,4.0,13.0,1020.1,17.8,0,0,0.0
26,8,2023,WA,9.5,24.3,0.0,3.2,10.4,12.0,50.0,1364,16.9,73.0,1.0,2.0,7,1023.5,23.4,51.0,1.0,13.0,9.0,1019.7,14.8,0,0,0.0
27,8,2023,WA,10.3,23.7,0.0,3.6,6.6,14.0,24.0,928,18.1,67.0,3.0,0.0,0,1018.3,21.7,55.0,5.0,7.0,11.0,1016.8,13.4,0,0,0.0
28,8,2023,WA,11.6,22.6,0.0,2.2,10.1,2.0,28.0,1359,17.9,85.0,6.0,0.0,0,1020.8,21.2,58.0,1.0,7.0,11.0,1020.5,11.000000000000002,0,1,0.4
29,8,2023,WA,11.3,21.2,0.4,2.8,10.6,6.0,24.0,722,16.1,68.0,3.0,6.0,7,1026.1,20.2,48.0,3.0,11.0,9.0,1023.7,9.9,1,0,0.0
30,8,2023,WA,8.0,22.7,0.0,4.2,10.6,11.0,35.0,524,14.0,62.0,0.0,3.0,13,1026.9,22.0,43.0,0.0,11.0,9.0,1023.1,14.7,0,0,0.0
31,8,2023,WA,11.0,29.7,0.0,4.6,10.6,1.0,30.0,592,18.9,53.0,0.0,10.0,9,1020.4,29.0,31.0,0.0,3.0,6.0,1015.5,18.7,0,0,0.0
1,9,2023,WA,12.8,23.6,0.0,4.2,4.8,15.0,46.0,805,16.0,99.0,8.0,9.0,9,1015.4,18.4,84.0,7.0,15.0,20.0,1012.8,10.8,0,1,6.4
2,9,2023,WA,12.7,20.0,6.4,2.6,2.9,4.0,50.0,1438,17.4,59.0,7.0,4.0,11,1014.1,15.7,93.0,7.0,15.0,17.0,1010.8,7.300000000000001,1,1,9.0
3,9,2023,WA,11.0,17.1,9.0,1.8,7.6,14.0,63.0,30,12.1,64.0,3.0,7.0,26,1012.2,13.3,78.0,4.0,14.0,15.0,1013.2,6.100000000000001,1,1,1.0
4,9,2023,WA,11.5,19.5,1.0,3.4,6.6,7.0,41.0,394,16.7,74.0,3.0,7.0,20,1016.3,17.4,63.0,6.0,7.0,17.0,1016.4,8.0,1,1,2.0
5,9,2023,WA,12.4,20.3,2.0,3.4,5.3,4.0,37.0,912,17.8,66.0,7.0,8.0,9,1016.6,20.0,63.0,7.0,15.0,15.0,1015.0,7.9,1,1,4.0
6,9,2023,WA,13.7,18.0,4.0,2.0,9.5,13.0,52.0,676,13.7,72.0,7.0,7.0,20,1021.2,16.9,46.0,2.0,13.0,20.0,1022.6,4.300000000000001,1,0,0.0
7,9,2023,WA,5.2,19.3,0.0,3.4,10.6,10.0,31.0,552,11.8,56.0,0.0,10.0,13,1028.8,18.7,39.0,0.0,3.0,7.0,1025.1,14.1,0,0,0.0
8,9,2023,WA,7.7,25.1,0.0,3.8,9.6,5.0,37.0,574,16.2,36.0,1.0,5.0,20,1022.6,24.9,19.0,3.0,9.0,13.0,1016.4,17.400000000000002,0,0,0.0
9,9,2023,WA,13.9,22.8,0.0,5.8,8.9,9.0,31.0,240,17.7,48.0,6.0,9.0,6,1015.4,21.9,40.0,1.0,15.0,11.0,1014.8,8.9,0,1,0.2
10,9,2023,WA,13.3,22.5,0.2,3.0,8.1,15.0,30.0,787,15.8,99.0,7.0,9.0,9,1019.6,21.3,61.0,2.0,4.0,9.0,1017.8,9.2,1,0,0.0
11,9,2023,WA,11.7,24.0,0.0,2.0,10.4,9.0,24.0,494,18.7,75.0,5.0,9.0,13,1020.5,22.7,54.0,0.0,15.0,9.0,1018.5,12.3,0,0,0.0
12,9,2023,WA,13.6,24.4,0.0,3.4,10.1,15.0,30.0,1033,18.2,85.0,4.0,1.0,11,1019.2,23.2,50.0,1.0,15.0,13.0,1015.2,10.8,0,1,0.2
13,9,2023,WA,14.3,18.1,0.2,3.6,0.6,14.0,59.0,1194,17.8,81.0,7.0,1.0,24,1001.3,16.9,59.0,6.0,15.0,20.0,1000.5,3.8000000000000007,1,1,18.0
14,9,2023,WA,11.7,20.3,18.0,3.4,3.8,14.0,39.0,10,17.2,53.0,7.0,4.0,13,1017.2,19.2,57.0,7.0,15.0,13.0,1017.6,8.600000000000001,1,1,3.0
15,9,2023,WA,15.3,20.7,3.0,2.4,0.3,8.0,35.0,782,17.9,75.0,7.0,4.0,11,1021.2,18.7,78.0,8.0,4.0,13.0,1020.6,5.399999999999999,1,1,0.2
16,9,2023,WA,14.8,22.4,0.2,2.0,3.6,15.0,26.0,933,17.3,82.0,7.0,11.0,6,1022.4,20.9,53.0,4.0,4.0,13.0,1019.8,7.599999999999998,1,1,0.8
17,9,2023,WA,10.1,19.3,0.8,2.0,10.7,2.0,35.0,62,14.8,57.0,1.0,6.0,17,1024.9,18.5,47.0,1.0,13.0,17.0,1021.8,9.2,1,0,0.0
18,9,2023,WA,7.3,19.7,0.0,4.6,5.9,7.0,35.0,788,14.2,65.0,7.0,2.0,2,1023.0,18.4,55.0,7.0,7.0,17.0,1020.5,12.4,0,0,0.0
19,9,2023,WA,14.2,20.3,0.0,4.2,4.6,13.0,28.0,50,17.5,65.0,7.0,13.0,15,1021.6,19.2,64.0,6.0,7.0,17.0,1020.3,6.100000000000001,0,0,0.0
20,9,2023,WA,14.4,20.8,0.0,3.0,6.9,7.0,26.0,957,16.0,57.0,8.0,11.0,4,1023.2,20.3,49.0,0.0,2.0,13.0,1020.3,6.4,0,0,0.0
21,9,2023,WA,9.7,24.9,0.0,4.2,5.2,14.0,28.0,1226,17.1,62.0,3.0,10.0,7,1018.8,23.4,46.0,7.0,3.0,6.0,1016.0,15.2,0,0,0.0
22,9,2023,WA,13.4,30.5,0.0,1.8,10.4,7.0,28.0,926,21.3,59.0,5.0,13.0,9,1016.2,28.7,27.0,1.0,14.0,11.0,1012.8,17.1,0,0,0.0
23,9,2023,WA,16.3,19.1,0.0,7.8,3.5,7.0,35.0,441,17.1,71.0,7.0,13.0,17,1019.9,17.9,58.0,6.0,7.0,15.0,1019.7,2.8000000000000007,0,0,0.0
24,9,2023,WA,9.9,22.7,0.0,3.0,11.1,12.0,31.0,1295,17.2,62.0,1.0,3.0,9,1024.3,22.0,45.0,1.0,12.0,11.0,1019.5,12.8,0,0,0.0
25,9,2023,WA,9.6,21.0,0.0,3.0,11.1,13.0,41.0,1031,16.4,62.0,1.0,3.0,7,1019.9,19.9,51.0,1.0,7.0,20.0,1019.2,11.4,0,0,0.0
26,9,2023,WA,7.5,25.2,0.0,6.4,11.0,7.0,26.0,828,16.9,64.0,0.0,2.0,6,1026.8,22.7,49.0,0.0,7.0,13.0,1023.4,17.7,0,0,0.0
27,9,2023,WA,10.2,34.3,0.0,6.8,11.1,5.0,39.0,591,23.2,44.0,0.0,5.0,15,1021.8,33.9,26.0,0.0,1.0,11.0,1015.5,24.1,0,0,0.0
28,9,2023,WA,16.7,29.8,0.0,7.8,11.0,13.0,33.0,74,23.3,60.0,6.0,13.0,7,1018.1,26.2,56.0,6.0,14.0,11.0,1016.1,13.1,0,0,0.0
29,9,2023,WA,12.6,21.9,0.0,0.0,5.1,7.0,33.0,915,18.4,80.0,8.0,8.0,7,1018.9,19.1,66.0,6.0,7.0,17.0,1017.5,9.3,0,0,0.0
30,9,2023,WA,14.3,22.1,0.0,4.0,9.9,7.0,31.0,708,19.4,58.0,4.0,14.0,15,1019.5,20.0,56.0,3.0,14.0,13.0,1018.2,7.800000000000001,0,1,0.2
1,10,2023,WA,12.1,21.4,0.2,4.2,3.8,15.0,43.0,872,18.2,61.0,7.0,15.0,11,1015.1,19.3,57.0,7.0,15.0,15.0,1011.7,9.3,1,1,6.2
2,10,2023,WA,13.4,17.6,6.2,3.8,8.8,14.0,56.0,548,16.0,48.0,6.0,14.0,24,1015.7,16.4,50.0,5.0,7.0,24.0,1018.3,4.200000000000001,1,1,1.8
3,10,2023,WA,12.7,19.1,1.8,4.8,7.1,7.0,31.0,84,14.0,77.0,7.0,2.0,9,1026.7,17.9,49.0,6.0,13.0,15.0,1026.4,6.400000000000002,1,0,0.0
4,10,2023,WA,7.2,22.5,0.0,3.6,11.5,1.0,28.0,707,16.7,60.0,0.0,3.0,6,1027.3,21.1,46.0,1.0,13.0,15.0,1024.1,15.3,0,0,0.0
5,10,2023,WA,9.6,28.5,0.0,5.0,11.4,13.0,31.0,983,19.3,54.0,1.0,3.0,11,1024.8,26.0,38.0,5.0,13.0,17.0,1020.6,18.9,0,0,0.0
6,10,2023,WA,13.8,34.1,0.0,7.8,11.4,5.0,33.0,539,24.1,32.0,1.0,5.0,19,1021.3,33.7,15.0,0.0,9.0,6.0,1017.3,20.3,0,0,0.0
7,10,2023,WA,16.8,34.8,0.0,8.2,11.6,5.0,39.0,548,28.3,20.0,0.0,5.0,20,1018.7,26.6,55.0,0.0,4.0,11.0,1016.8,17.999999999999996,0,0,0.0
8,10,2023,WA,15.4,23.5,0.0,6.0,8.7,8.0,24.0,596,19.9,71.0,7.0,8.0,9,1021.0,21.9,60.0,1.0,14.0,7.0,1019.9,8.1,0,0,0.0
9,10,2023,WA,14.0,26.2,0.0,5.6,9.9,2.0,28.0,838,19.4,70.0,1.0,13.0,6,1022.1,23.8,52.0,1.0,6.0,15.0,1019.3,12.2,0,0,0.0
10,10,2023,WA,14.5,21.5,0.0,5.4,11.1,13.0,48.0,827,19.2,61.0,2.0,2.0,15,1023.3,18.2,56.0,1.0,13.0,24.0,1022.9,7.0,0,0,0.0
11,10,2023,WA,10.4,20.3,0.0,5.0,11.3,13.0,35.0,1025,16.0,48.0,3.0,2.0,19,1028.6,19.3,46.0,0.0,13.0,19.0,1026.1,9.9,0,0,0.0
12,10,2023,WA,12.1,26.3,0.0,5.4,11.8,10.0,33.0,445,17.3,54.0,0.0,10.0,15,1031.1,25.5,28.0,0.0,6.0,11.0,1027.1,14.2,0,0,0.0
13,10,2023,WA,12.5,30.6,0.0,8.2,11.8,10.0,28.0,388,22.1,41.0,0.0,10.0,13,1028.0,30.2,21.0,0.0,6.0,9.0,1023.7,18.1,0,0,0.0
14,10,2023,WA,14.5,31.9,0.0,7.0,11.8,2.0,31.0,957,22.3,43.0,0.0,3.0,9,1025.9,31.1,15.0,0.0,3.0,9.0,1022.0,17.4,0,0,0.0
15,10,2023,WA,15.9,32.7,0.0,8.8,12.0,3.0,31.0,424,23.3,39.0,0.0,3.0,11,1025.1,31.8,19.0,1.0,3.0,11.0,1022.0,16.800000000000004,0,0,0.0
